id_hogar,id_persona,presencia_carencia_salud_persona,presencia_rezago_educativo_persona,presencia_carencia_seguridad_social_persona
2803882,28038823,no,no,no
2803886,28038861,no,yes,yes
2803886,28038862,no,no,no
2803886,28038863,no,no,no
2803886,28038864,no,no,no
2803886,28038865,no,no,yes
2803886,28038866,no,no,yes
2803889,28038891,no,no,no
2803889,28038892,no,no,no
2803889,28038893,no,no,yes
2803891,28038911,no,no,yes
2803891,28038912,no,no,no
2803891,28038913,no,no,no
2803891,28038914,no,no,yes
2803891,28038915,no,no,yes
2803954,28039541,yes,no,yes
2803954,28039542,yes,no,yes
2803954,28039543,yes,no,yes
2803954,28039544,no,no,no
2803954,28039545,no,no,yes
2803954,28039546,no,no,yes
2803954,28039547,no,no,no
2803956,28039561,yes,no,yes
2803956,28039562,yes,no,yes
2803956,28039563,yes,no,yes
2803957,28039571,no,no,no
2803957,28039572,no,no,no
2803957,28039573,no,no,yes
2803957,28039574,no,no,yes
2803957,28039575,no,no,yes
2803957,28039576,yes,no,yes
2803960,28039601,no,no,no
2803960,28039602,yes,no,yes
2803960,28039603,no,no,yes
2803963,28039631,no,no,no
2803963,28039632,no,no,yes
2803964,28039641,no,no,no
2803964,28039642,yes,yes,yes
2803983,28039831,,no,no
2803983,28039832,,yes,no
2803986,28039861,,no,yes
2803986,28039862,,no,yes
2803986,28039863,,no,yes
2803986,28039864,,yes,yes
2803986,28039865,,no,yes
2803987,28039871,,no,no
2803989,28039891,,no,yes
2803989,28039892,,yes,yes
2803993,28039931,,yes,yes
2803993,28039932,,yes,no
2803993,28039933,,no,yes
2803993,28039934,,no,yes
2803994,28039941,,no,yes
2803994,28039942,,yes,yes
2804024,28040241,no,no,no
2804024,28040242,no,no,yes
2804024,28040243,no,no,yes
2804024,28040244,no,no,yes
2804026,28040261,no,no,yes
2804027,28040271,yes,no,yes
2804027,28040272,yes,no,yes
2804034,28040341,no,no,no
2804034,28040342,yes,no,yes
2804034,28040343,no,no,no
2804034,28040344,no,,no
2804037,28040371,yes,no,yes
2804037,28040372,no,no,no
2804037,28040373,yes,no,yes
2804037,28040374,yes,no,yes
2804037,28040375,yes,no,yes
2804050,28040501,no,no,no
2804050,28040502,no,no,no
2804050,28040503,no,no,yes
2804051,28040511,no,no,no
2804051,28040512,no,no,yes
2804051,28040513,no,no,yes
2804052,28040521,yes,no,yes
2804052,28040522,no,no,no
2804052,28040523,yes,no,yes
2804052,28040524,yes,no,yes
2804055,28040551,no,no,yes
2804055,28040552,no,yes,no
2804055,28040553,no,no,no
2804055,28040554,no,no,no
2804055,28040555,no,no,yes
2804057,28040571,no,no,yes
2804057,28040572,no,no,no
2804057,28040573,yes,no,yes
2804057,28040574,yes,no,yes
2804057,28040575,yes,no,yes
2804060,28040601,no,no,yes
2804060,28040602,no,no,no
2804060,28040603,yes,no,yes
2804060,28040604,no,yes,yes
2804060,28040605,yes,no,yes
2804061,28040611,yes,yes,yes
2804061,28040612,no,no,no
2804061,28040613,no,no,yes
2804061,28040614,no,no,no
2804061,28040615,yes,no,yes
2804062,28040621,no,yes,no
2804062,28040622,no,no,no
2804071,28040711,yes,no,yes
2804071,28040712,yes,no,yes
2804071,28040713,no,no,no
2804071,28040714,no,,no
2804071,28040715,yes,no,yes
2804072,28040721,yes,yes,no
2804072,28040722,yes,no,yes
2804072,28040723,yes,no,yes
2804072,28040724,yes,no,yes
2804073,28040731,yes,yes,yes
2804073,28040732,yes,no,yes
2804073,28040733,yes,yes,yes
2804074,28040741,yes,no,yes
2804074,28040742,no,yes,no
2804075,28040751,no,no,yes
2804075,28040752,no,no,no
2804075,28040753,no,yes,no
2822618,28226181,no,no,yes
2822618,28226182,,no,yes
2822618,28226183,no,no,yes
2822619,28226191,no,yes,yes
2822619,28226192,no,no,no
2822619,28226193,no,no,no
2822620,28226201,no,no,yes
2822620,28226202,no,,no
2822625,28226251,no,yes,no
2822625,28226252,,yes,yes
2822625,28226253,no,yes,no
2822626,28226261,yes,no,yes
2822626,28226262,yes,no,yes
2822627,28226271,yes,no,yes
2822627,28226272,no,yes,no
2822627,28226273,yes,no,yes
2822905,28229051,no,no,no
2822905,28229052,no,no,no
2822905,28229053,no,no,yes
2822905,28229054,no,no,no
2822907,28229071,no,no,yes
2822908,28229081,no,no,no
2822908,28229082,yes,no,yes
2822911,28229111,yes,no,yes
2822911,28229112,yes,no,yes
2822911,28229113,yes,no,yes
2822911,28229114,yes,no,yes
2822911,28229115,yes,no,yes
2822915,28229151,no,no,no
2822915,28229152,no,no,no
2822915,28229153,no,no,yes
2822915,28229154,no,no,no
2822915,28229155,no,no,no
2822916,28229161,yes,no,yes
2822916,28229162,yes,no,yes
2822916,28229163,yes,no,yes
2822916,28229164,yes,no,yes
2822916,28229165,no,no,no
2822918,28229181,no,no,no
2822918,28229182,no,no,no
2822918,28229183,,no,yes
2822918,28229184,,no,yes
2822918,28229185,,,yes
2822918,28229186,,no,yes
2822918,28229187,yes,no,yes
2822921,28229211,yes,yes,yes
2822921,28229212,yes,yes,yes
2822921,28229213,yes,yes,yes
2822925,28229251,no,no,yes
2822925,28229252,no,no,no
2822925,28229253,yes,no,yes
2822926,28229261,no,no,no
2822926,28229262,no,no,no
2822926,28229263,no,no,yes
2822926,28229264,no,no,yes
2822927,28229271,no,no,yes
2822927,28229272,no,no,no
2822928,28229281,yes,no,yes
2822928,28229282,yes,no,yes
2822928,28229283,yes,no,yes
2822928,28229284,yes,yes,yes
2822928,28229285,yes,no,yes
2822928,28229286,yes,no,yes
2822934,28229341,no,yes,yes
2822938,28229381,no,no,no
2822938,28229382,no,no,no
2822939,28229391,no,no,yes
2822939,28229392,no,yes,no
2822939,28229393,no,no,yes
2822943,28229431,yes,no,yes
2822943,28229432,yes,no,yes
2822943,28229433,yes,no,yes
2822945,28229451,yes,no,yes
2822945,28229452,yes,no,yes
2822945,28229453,yes,no,yes
2822945,28229454,yes,no,yes
2822947,28229471,yes,no,yes
2822947,28229472,yes,no,yes
2822947,28229473,no,no,yes
2822950,28229501,,no,yes
2822950,28229502,,no,yes
2822950,28229503,,yes,no
2822950,28229504,,no,yes
2822953,28229531,,no,no
2822956,28229561,,no,yes
2822956,28229562,,no,yes
2822957,28229571,,yes,yes
2822957,28229572,no,yes,no
2822957,28229573,no,no,yes
2822957,28229574,,no,yes
2822958,28229581,,no,no
2822958,28229582,no,,no
2822958,28229583,,no,yes
2822958,28229584,,no,yes
2822959,28229591,no,no,yes
2822959,28229592,no,no,no
2822959,28229593,no,yes,no
2822959,28229594,no,yes,no
2822960,28229601,,no,yes
2822960,28229602,,no,yes
2822963,28229631,yes,no,yes
2822963,28229632,yes,no,yes
2822963,28229633,yes,no,yes
2822964,28229641,no,no,no
2822969,28229691,no,no,no
2822969,28229692,no,no,no
2822978,28229781,no,no,no
2822978,28229782,no,yes,no
2822978,28229783,no,no,yes
2822978,28229784,no,no,yes
2822980,28229801,yes,yes,yes
2822980,28229802,yes,yes,yes
2822980,28229803,yes,yes,yes
2822980,28229804,yes,no,yes
2822980,28229805,yes,no,yes
2822980,28229806,yes,yes,yes
2822994,28229941,yes,no,yes
2822994,28229942,no,no,yes
2822994,28229943,no,no,yes
2822994,28229944,no,yes,no
2822994,28229945,no,yes,no
2822994,28229946,no,yes,no
2822995,28229951,no,no,no
2822996,28229961,no,yes,no
2822996,28229962,no,no,no
2822996,28229963,no,no,yes
2822996,28229964,no,no,yes
2822996,28229965,no,no,yes
2822996,28229966,no,no,no
2822996,28229967,no,no,no
2822998,28229981,yes,no,no
2822998,28229982,yes,no,no
2822999,28229991,yes,no,yes
2822999,28229992,yes,no,yes
2822999,28229993,yes,no,yes
2822999,28229994,yes,no,yes
2823000,28230001,yes,no,yes
2823000,28230002,no,no,no
2823000,28230003,yes,no,yes
2823001,28230011,no,no,no
2823001,28230012,no,no,yes
2823001,28230013,no,no,no
2823001,28230014,no,no,yes
2823001,28230015,no,no,yes
2823002,28230021,no,no,yes
2823002,28230022,no,no,no
2823002,28230023,no,no,yes
2823002,28230024,no,yes,no
2823005,28230051,no,no,no
2823005,28230052,no,no,no
2823006,28230061,no,yes,yes
2823006,28230062,no,no,no
2823007,28230071,no,no,yes
2823007,28230072,no,no,no
2823007,28230073,no,no,yes
2823007,28230074,no,no,yes
2827828,28278281,yes,no,yes
2827828,28278282,yes,yes,yes
2827828,28278283,yes,no,yes
2827828,28278284,yes,no,yes
2827829,28278291,yes,no,yes
2827829,28278292,yes,no,yes
2827829,28278293,yes,no,yes
2827829,28278294,yes,no,yes
2827829,28278295,yes,no,yes
2827834,28278341,no,no,no
2827834,28278342,no,no,no
2827834,28278343,no,yes,no
2827836,28278361,yes,yes,yes
2827836,28278362,yes,no,yes
2827836,28278363,yes,no,yes
2827836,28278364,yes,no,yes
2827842,28278421,yes,no,yes
2827842,28278422,yes,no,yes
2827842,28278423,yes,no,yes
2827843,28278431,no,no,no
2827843,28278432,no,no,yes
2827843,28278433,no,yes,no
2827843,28278434,yes,no,yes
2827843,28278435,yes,no,yes
2827843,28278436,yes,no,yes
2827844,28278441,yes,no,yes
2827844,28278442,yes,no,yes
2827844,28278443,yes,no,yes
2827844,28278444,yes,no,yes
2827845,28278451,no,no,no
2827845,28278452,no,no,no
2827845,28278453,no,no,no
2827846,28278461,no,yes,no
2827846,28278462,no,yes,no
2827847,28278471,no,yes,no
2827847,28278472,no,yes,no
2827847,28278473,no,no,no
2827874,28278741,no,no,no
2827874,28278742,no,yes,no
2827875,28278751,no,no,yes
2827875,28278752,no,no,no
2827875,28278753,no,yes,no
2827875,28278754,no,no,yes
2827876,28278761,no,yes,yes
2827876,28278762,no,no,no
2827876,28278763,no,yes,yes
2827876,28278764,no,no,yes
2827876,28278765,no,no,yes
2827877,28278771,no,no,yes
2827877,28278772,no,no,no
2827877,28278773,no,no,yes
2827877,28278774,no,no,yes
2827878,28278781,no,no,yes
2827878,28278782,no,no,no
2827878,28278783,no,no,yes
2827878,28278784,no,no,yes
2827878,28278785,no,no,yes
2827932,28279321,no,no,no
2827932,28279322,no,yes,no
2827934,28279341,no,no,yes
2827934,28279342,no,no,no
2827934,28279343,yes,no,yes
2827934,28279344,yes,yes,yes
2827934,28279345,yes,no,yes
2827935,28279351,no,yes,no
2827935,28279352,no,yes,no
2827939,28279391,no,no,no
2827939,28279392,no,no,no
2827939,28279393,no,no,no
2827939,28279394,no,no,yes
2827940,28279401,no,no,no
2827940,28279402,no,no,no
2827940,28279403,no,no,no
2827940,28279404,no,no,yes
2827940,28279405,no,no,yes
2827940,28279406,no,no,yes
2828330,28283301,yes,yes,no
2828330,28283302,yes,yes,yes
2828332,28283321,no,no,no
2828332,28283322,no,no,no
2828332,28283323,yes,yes,yes
2828334,28283341,yes,yes,yes
2828334,28283342,yes,no,yes
2828335,28283351,yes,no,yes
2828335,28283352,yes,no,yes
2828335,28283353,yes,no,yes
2828335,28283354,yes,no,yes
2828341,28283411,no,yes,no
2828341,28283412,no,no,yes
2828344,28283441,no,yes,no
2828344,28283442,no,no,yes
2828344,28283443,no,no,yes
2828344,28283444,no,no,yes
2828344,28283445,no,no,yes
2828347,28283471,no,yes,yes
2828347,28283472,no,yes,no
2828347,28283473,no,no,yes
2828347,28283474,no,no,yes
2828348,28283481,no,yes,no
2828348,28283482,no,no,no
2828348,28283483,no,yes,yes
2828348,28283484,no,no,yes
2828350,28283501,no,no,no
2828350,28283502,no,yes,yes
2828350,28283503,no,no,yes
2828350,28283504,no,no,yes
2828350,28283505,no,no,yes
2828350,28283506,no,no,yes
2828353,28283531,no,no,yes
2828357,28283571,no,no,no
2828357,28283572,no,no,no
2828359,28283591,yes,no,no
2828359,28283592,yes,no,yes
2828359,28283593,yes,no,no
2828360,28283601,yes,no,yes
2828360,28283602,yes,no,yes
2828360,28283603,yes,no,yes
2828360,28283604,yes,no,yes
2828360,28283605,yes,no,yes
2828362,28283621,yes,yes,no
2828362,28283622,yes,no,no
2828367,28283671,yes,yes,yes
2828367,28283672,yes,no,yes
2828367,28283673,yes,no,yes
2828367,28283674,yes,no,yes
2828368,28283681,yes,yes,no
2828368,28283682,yes,yes,yes
2828368,28283683,yes,no,yes
2828370,28283701,yes,no,yes
2828370,28283702,yes,no,yes
2828370,28283703,yes,no,yes
2828370,28283704,yes,no,yes
2828371,28283711,yes,,yes
2828371,28283712,yes,no,yes
2828371,28283713,yes,no,yes
2828371,28283714,no,no,yes
2828371,28283715,yes,no,yes
2828371,28283716,yes,no,yes
2828373,28283731,yes,no,yes
2828373,28283732,yes,no,yes
2828373,28283733,yes,no,yes
2828373,28283734,yes,no,yes
2828374,28283741,no,no,yes
2828374,28283742,yes,no,yes
2828374,28283743,yes,no,yes
2828374,28283744,no,yes,no
2828374,28283745,no,yes,yes
2828374,28283746,yes,yes,yes
2828375,28283751,yes,,yes
2828375,28283752,no,no,yes
2828375,28283753,no,no,no
2828375,28283754,yes,,no
2828378,28283781,yes,yes,yes
2828378,28283782,no,no,no
2828379,28283791,yes,no,no
2828379,28283792,yes,yes,yes
2828380,28283801,no,no,yes
2828380,28283802,yes,yes,yes
2828381,28283811,yes,no,yes
2828381,28283812,yes,no,yes
2828381,28283813,yes,yes,yes
2828381,28283814,yes,no,yes
2828381,28283815,yes,yes,yes
2828436,28284361,no,no,no
2828436,28284362,no,no,no
2828436,28284363,no,yes,no
2828438,28284381,no,no,no
2828438,28284382,no,no,no
2828438,28284383,yes,yes,yes
2828438,28284384,no,no,yes
2828439,28284391,no,no,no
2828439,28284392,no,no,yes
2828439,28284393,yes,yes,yes
2828439,28284394,no,no,yes
2828439,28284395,no,no,yes
2828440,28284401,yes,no,yes
2828440,28284402,yes,no,yes
2828440,28284403,yes,no,yes
2828441,28284411,no,yes,no
2828441,28284412,yes,no,yes
2828442,28284421,yes,no,yes
2828442,28284422,yes,yes,yes
2828442,28284423,yes,yes,yes
2828442,28284424,yes,no,yes
2828443,28284431,no,yes,no
2828443,28284432,yes,yes,yes
2828450,28284501,no,no,no
2828450,28284502,no,no,yes
2828450,28284503,no,no,no
2828451,28284511,,no,no
2828452,28284521,no,no,no
2828452,28284522,no,no,yes
2828452,28284523,no,no,yes
2828457,28284571,no,no,yes
2828457,28284572,no,no,no
2828457,28284573,no,no,no
2828457,28284574,no,no,yes
2828457,28284575,no,no,yes
2828457,28284576,no,no,no
2828457,28284577,no,no,no
2828460,28284601,yes,no,yes
2828460,28284602,yes,no,yes
2828469,28284691,no,no,no
2828469,28284692,no,no,no
2828469,28284693,no,no,no
2828469,28284694,no,no,yes
2828469,28284695,no,no,yes
2828470,28284701,no,no,no
2828470,28284702,no,no,yes
2828470,28284703,yes,no,yes
2828470,28284704,yes,no,yes
2828472,28284721,yes,yes,yes
2828472,28284722,yes,yes,yes
2828472,28284723,no,no,no
2828472,28284724,yes,yes,yes
2828472,28284725,yes,no,yes
2828473,28284731,no,yes,yes
2828473,28284732,no,yes,no
2828473,28284733,no,no,no
2828473,28284734,no,no,no
2828473,28284735,yes,yes,yes
2828473,28284736,no,yes,yes
2828474,28284741,no,yes,yes
2828474,28284742,no,no,no
2828474,28284743,no,no,yes
2828475,28284751,no,no,yes
2828477,28284771,,no,yes
2828477,28284772,,no,yes
2828477,28284773,,no,yes
2828477,28284774,,no,yes
2828478,28284781,,no,yes
2828480,28284801,,no,yes
2828480,28284802,,no,yes
2828480,28284803,,no,yes
2828480,28284804,,no,yes
2828480,28284805,,no,yes
2828481,28284811,,yes,yes
2828481,28284812,,no,yes
2828481,28284813,,yes,yes
2828481,28284814,,no,yes
2828481,28284815,,yes,yes
2828482,28284821,,no,yes
2828483,28284831,,no,yes
2828483,28284832,,no,yes
2828483,28284833,,no,yes
2828483,28284834,,no,yes
2828483,28284835,,no,yes
2828484,28284841,,no,yes
2828484,28284842,,no,yes
2828484,28284843,,no,yes
2828484,28284844,,no,yes
2828485,28284851,,no,no
2828640,28286401,no,no,yes
2828640,28286402,no,yes,no
2828640,28286403,no,no,yes
2828640,28286404,no,yes,yes
2828641,28286411,no,no,yes
2828641,28286412,no,no,no
2828641,28286413,no,no,yes
2828641,28286414,no,no,yes
2828641,28286415,no,no,yes
2828642,28286421,no,yes,yes
2828642,28286422,no,yes,no
2828642,28286423,no,yes,yes
2828642,28286424,no,no,yes
2828644,28286441,no,no,yes
2828644,28286442,no,no,no
2828644,28286443,no,yes,no
2828649,28286491,no,no,no
2828649,28286492,no,no,yes
2828649,28286493,no,no,yes
2833236,28332361,no,no,no
2833236,28332362,no,no,no
2833236,28332363,no,no,no
2833236,28332364,no,no,yes
2833237,28332371,yes,no,yes
2833237,28332372,yes,no,yes
2833237,28332373,yes,no,yes
2833237,28332374,yes,no,yes
2833237,28332375,yes,no,yes
2833238,28332381,yes,no,yes
2833238,28332382,yes,yes,yes
2833238,28332383,yes,no,yes
2833238,28332384,no,yes,no
2833238,28332385,yes,yes,yes
2833238,28332386,yes,no,yes
2833238,28332387,,,yes
2833238,28332388,,,yes
2833239,28332391,yes,no,yes
2833239,28332392,yes,no,yes
2833239,28332393,yes,no,yes
2833239,28332394,yes,no,yes
2833239,28332395,yes,no,yes
2833239,28332396,yes,no,yes
2833240,28332401,yes,yes,yes
2833240,28332402,yes,yes,yes
2833240,28332403,yes,yes,yes
2833240,28332404,yes,no,yes
2833240,28332405,yes,yes,yes
2833240,28332406,yes,yes,yes
2833280,28332801,yes,no,yes
2833280,28332802,no,yes,no
2833281,28332811,yes,no,yes
2833281,28332812,no,no,no
2833281,28332813,yes,no,yes
2833281,28332814,yes,no,yes
2833282,28332821,yes,no,yes
2833282,28332822,yes,no,yes
2833283,28332831,yes,no,yes
2833284,28332841,yes,no,yes
2833284,28332842,yes,no,yes
2833285,28332851,no,no,no
2833285,28332852,no,no,no
2833285,28332853,no,no,no
2833285,28332854,no,no,no
2833285,28332855,no,no,yes
2833413,28334131,yes,no,yes
2833413,28334132,yes,no,yes
2833413,28334133,yes,no,yes
2833413,28334134,yes,no,yes
2833415,28334151,no,no,no
2833415,28334152,no,no,no
2833415,28334153,no,no,no
2833416,28334161,no,no,no
2833416,28334162,no,no,yes
2833416,28334163,no,no,yes
2833417,28334171,no,no,no
2833417,28334172,yes,no,yes
2833419,28334191,no,no,no
2833419,28334192,no,no,no
2833421,28334211,no,no,no
2833421,28334212,no,yes,no
2833421,28334213,yes,no,yes
2833421,28334214,yes,no,yes
2833423,28334231,no,no,yes
2833423,28334232,no,no,no
2833423,28334233,no,no,yes
2833423,28334234,no,no,yes
2833423,28334235,no,no,yes
2833424,28334241,yes,yes,no
2833424,28334242,yes,no,yes
2833425,28334251,no,no,no
2833425,28334252,yes,no,yes
2833425,28334253,no,no,no
2833426,28334261,yes,no,yes
2833426,28334262,yes,no,yes
2833426,28334263,yes,yes,yes
2833426,28334264,yes,no,yes
2833427,28334271,yes,no,yes
2833427,28334272,yes,no,yes
2833427,28334273,yes,no,yes
2833427,28334274,yes,no,yes
2833428,28334281,no,no,yes
2833428,28334282,no,no,no
2833428,28334283,yes,yes,yes
2833428,28334284,no,no,yes
2833429,28334291,no,no,no
2833429,28334292,no,no,yes
2833429,28334293,no,no,yes
2833429,28334294,no,no,yes
2833430,28334301,no,no,yes
2833430,28334302,no,no,yes
2833430,28334303,no,no,no
2833432,28334321,no,yes,no
2833434,28334341,yes,no,yes
2833434,28334342,yes,no,yes
2833434,28334343,,no,yes
2833434,28334344,yes,no,yes
2833434,28334345,yes,no,yes
2833434,28334346,yes,no,no
2833435,28334351,yes,no,yes
2833435,28334352,yes,no,yes
2833435,28334353,yes,no,yes
2833435,28334354,yes,no,yes
2833435,28334355,no,no,yes
2833435,28334356,no,no,yes
2833436,28334361,yes,no,yes
2833436,28334362,yes,no,yes
2833436,28334363,yes,no,yes
2833436,28334364,yes,no,yes
2833436,28334365,yes,no,yes
2833439,28334391,no,yes,no
2833439,28334392,yes,no,yes
2833439,28334393,yes,no,yes
2833441,28334411,no,no,no
2833441,28334412,yes,no,yes
2833441,28334413,yes,no,yes
2833441,28334414,yes,no,yes
2833441,28334415,no,yes,no
2833441,28334416,no,yes,yes
2833441,28334417,no,no,yes
2833520,28335201,no,no,no
2833520,28335202,no,yes,no
2833521,28335211,no,yes,yes
2833521,28335212,no,no,no
2833524,28335241,no,yes,yes
2833524,28335242,no,no,no
2833524,28335243,no,no,no
2833524,28335244,no,no,yes
2833525,28335251,no,no,no
2833525,28335252,yes,no,yes
2833525,28335253,no,no,yes
2833525,28335254,no,no,yes
2833525,28335255,no,no,yes
2833525,28335256,no,no,yes
2833525,28335257,no,no,yes
2833525,28335258,no,no,yes
2833526,28335261,no,no,no
2833528,28335281,,yes,yes
2833528,28335282,no,yes,yes
2833528,28335283,yes,yes,yes
2833529,28335291,no,yes,yes
2833529,28335292,yes,yes,yes
2833529,28335293,yes,no,yes
2833529,28335294,yes,no,yes
2833585,28335851,yes,yes,yes
2833585,28335852,yes,no,yes
2833585,28335853,yes,yes,yes
2833585,28335854,yes,no,yes
2833585,28335855,yes,no,yes
2833587,28335871,yes,no,no
2833587,28335872,yes,no,yes
2833587,28335873,yes,yes,yes
2833594,28335941,yes,no,yes
2833594,28335942,yes,no,yes
2833596,28335961,no,no,no
2833596,28335962,no,no,yes
2833596,28335963,no,yes,yes
2833596,28335964,no,no,yes
2833596,28335965,no,no,yes
2833596,28335966,no,no,no
2833596,28335967,yes,yes,yes
2833598,28335981,yes,yes,yes
2833598,28335982,no,no,yes
2833598,28335983,yes,yes,yes
2833600,28336001,yes,no,yes
2833600,28336002,yes,no,yes
2833602,28336021,yes,yes,yes
2833602,28336022,yes,no,yes
2833602,28336023,yes,no,yes
2833602,28336024,yes,no,yes
2833610,28336101,yes,no,yes
2833610,28336102,yes,yes,yes
2833610,28336103,yes,no,yes
2833610,28336104,yes,no,yes
2833610,28336105,yes,no,yes
2833611,28336111,no,no,no
2833611,28336112,no,no,yes
2833611,28336113,no,no,yes
2833611,28336114,yes,yes,yes
2833614,28336141,yes,no,no
2833614,28336142,yes,no,yes
2833614,28336143,yes,no,no
2833615,28336151,yes,yes,yes
2833615,28336152,yes,no,yes
2833615,28336153,yes,yes,yes
2833616,28336161,yes,no,yes
2833616,28336162,yes,no,yes
2833616,28336163,yes,no,yes
2833616,28336164,yes,no,yes
2833616,28336165,yes,no,yes
2833616,28336166,yes,no,yes
2833722,28337221,no,yes,no
2833722,28337222,no,no,no
2833722,28337223,no,no,no
2833727,28337271,yes,no,yes
2833727,28337272,yes,no,yes
2833727,28337273,yes,no,yes
2833727,28337274,yes,no,yes
2833742,28337421,yes,yes,yes
2833742,28337422,yes,yes,no
2833742,28337423,yes,yes,yes
2833742,28337424,yes,yes,yes
2833743,28337431,no,,no
2833743,28337432,no,no,no
2833744,28337441,no,no,no
2833747,28337471,yes,yes,yes
2833747,28337472,yes,yes,yes
2833747,28337473,yes,no,yes
2833747,28337474,yes,no,yes
2833749,28337491,no,no,no
2833749,28337492,,no,no
2833749,28337493,,yes,yes
2833750,28337501,,no,yes
2833750,28337502,,no,yes
2833750,28337503,,yes,yes
2833750,28337504,,no,yes
2833750,28337505,,no,yes
2833751,28337511,,no,yes
2833751,28337512,,yes,yes
2833752,28337521,,no,yes
2833752,28337522,,yes,yes
2833752,28337523,,no,yes
2833753,28337531,no,no,no
2833753,28337532,no,no,no
2833754,28337541,,no,yes
2833754,28337542,,no,yes
2833754,28337543,,no,yes
2833754,28337544,,no,yes
2833754,28337545,,no,yes
2833755,28337551,,yes,yes
2833755,28337552,,yes,yes
2833757,28337571,,yes,yes
2833764,28337641,yes,yes,yes
2833764,28337642,,yes,yes
2833764,28337643,,yes,yes
2833764,28337644,,yes,yes
2833764,28337645,,no,yes
2833764,28337646,,no,yes
2833768,28337681,no,no,yes
2833768,28337682,,yes,yes
2833768,28337683,,yes,yes
2833768,28337684,,yes,yes
2833768,28337685,,yes,yes
2833769,28337691,,no,yes
2833769,28337692,,no,yes
2833769,28337693,,no,yes
2833769,28337694,,no,yes
2833769,28337695,,no,yes
2833770,28337701,no,yes,no
2833770,28337702,no,,yes
2833771,28337711,no,no,no
2833771,28337712,no,no,yes
2833771,28337713,no,no,no
2833772,28337721,no,no,no
2833772,28337722,no,no,no
2833772,28337723,no,no,yes
2833772,28337724,no,no,no
2833773,28337731,no,no,no
2833773,28337732,no,yes,no
2833773,28337733,,yes,yes
2833773,28337734,yes,no,yes
2833773,28337735,yes,no,yes
2833773,28337736,yes,no,yes
2833775,28337751,yes,no,yes
2833776,28337761,yes,no,yes
2833776,28337762,yes,no,yes
2833776,28337763,yes,yes,yes
2833776,28337764,yes,no,yes
2833777,28337771,yes,no,yes
2833777,28337772,yes,no,yes
2833777,28337773,yes,no,yes
2833777,28337774,yes,no,yes
2833778,28337781,yes,yes,yes
2833778,28337782,yes,no,yes
2833778,28337783,yes,no,yes
2833778,28337784,yes,yes,yes
2833778,28337785,yes,yes,yes
2833778,28337786,yes,no,yes
2833779,28337791,no,no,no
2833779,28337792,yes,no,yes
2838343,28383431,no,no,no
2838343,28383432,no,no,yes
2838343,28383433,no,no,yes
2838344,28383441,no,no,no
2838344,28383442,no,no,yes
2838344,28383443,no,no,no
2838347,28383471,no,no,no
2838347,28383472,no,no,yes
2838347,28383473,yes,no,yes
2838347,28383474,no,no,yes
2838348,28383481,yes,no,yes
2838348,28383482,yes,no,no
2838348,28383483,yes,no,yes
2838352,28383521,no,no,no
2838352,28383522,no,no,no
2838352,28383523,yes,no,yes
2838352,28383524,yes,no,yes
2838353,28383531,no,yes,no
2838353,28383532,no,no,yes
2838353,28383533,no,no,no
2838353,28383534,no,no,yes
2838353,28383535,no,no,yes
2838354,28383541,yes,yes,no
2838354,28383542,yes,no,yes
2838354,28383543,yes,no,yes
2838354,28383544,yes,no,yes
2838354,28383545,yes,no,yes
2838355,28383551,yes,no,yes
2838355,28383552,yes,no,yes
2838355,28383553,yes,no,yes
2838355,28383554,yes,no,yes
2838357,28383571,no,yes,no
2838357,28383572,yes,no,no
2838357,28383573,yes,yes,yes
2838357,28383574,no,no,no
2838358,28383581,yes,no,yes
2838361,28383611,no,no,yes
2838361,28383612,no,no,no
2838361,28383613,yes,no,yes
2838362,28383621,no,no,no
2838362,28383622,no,yes,yes
2838363,28383631,yes,no,yes
2838363,28383632,yes,yes,yes
2838363,28383633,yes,yes,yes
2838363,28383634,yes,no,yes
2838363,28383635,yes,yes,yes
2838363,28383636,yes,yes,yes
2838370,28383701,no,no,yes
2838370,28383702,no,no,no
2838370,28383703,no,no,yes
2838370,28383704,no,no,yes
2838372,28383721,yes,no,yes
2838372,28383722,yes,no,yes
2838372,28383723,yes,no,yes
2838372,28383724,yes,no,yes
2838374,28383741,no,no,no
2838374,28383742,no,yes,no
2838374,28383743,no,no,yes
2838376,28383761,no,yes,no
2838376,28383762,no,yes,yes
2838376,28383763,,no,yes
2838399,28383991,yes,yes,yes
2838399,28383992,yes,no,yes
2838399,28383993,yes,no,yes
2838402,28384021,yes,yes,yes
2838402,28384022,yes,yes,yes
2838402,28384023,yes,yes,yes
2838402,28384024,yes,no,yes
2838402,28384025,yes,no,yes
2838402,28384026,yes,no,yes
2838402,28384027,yes,no,yes
2838408,28384081,no,no,no
2838408,28384082,no,no,no
2838408,28384083,yes,no,yes
2838411,28384111,no,yes,no
2838411,28384112,no,no,yes
2838411,28384113,yes,yes,yes
2838411,28384114,no,yes,no
2838411,28384115,no,no,no
2838413,28384131,no,no,no
2838413,28384132,no,no,no
2838413,28384133,yes,yes,yes
2838413,28384134,no,yes,yes
2838413,28384135,no,no,yes
2838413,28384136,yes,no,yes
2838417,28384171,yes,yes,yes
2838417,28384172,yes,no,yes
2838419,28384191,no,no,yes
2838419,28384192,no,no,yes
2838419,28384193,no,no,yes
2838420,28384201,yes,no,yes
