id_hogar,id_persona,es_elegible_desde_la_cuna,es_elegible_mi_beca_para_empezar,es_elegible_beca_rita_cetina,es_elegible_beca_benito_juarez,es_elegible_jovenes_escribiendo_el_futuro,es_elegible_jovenes_construyendo_futuro,es_elegible_seguro_desempleo_cdmx,es_elegible_ingreso_ciudadano_universal,es_elegible_pension_mujeres_bienestar,es_elegible_imss_bienestar,es_elegible_inea,es_elegible_leche_bienestar,es_elegible_pension_adultos_mayores
3063550,30635501,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
3063550,30635502,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063550,30635503,yes,no,no,no,no,no,no,no,no,yes,,yes,no
3063550,30635504,no,no,no,no,no,no,no,no,no,yes,,yes,no
3063552,30635521,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063552,30635522,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063552,30635523,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
3063552,30635524,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063552,30635525,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063553,30635531,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3063553,30635532,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063553,30635533,no,no,no,no,no,no,no,no,no,no,no,no,no
3063554,30635541,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063554,30635542,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3063555,30635551,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3063555,30635552,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063556,30635561,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063557,30635571,no,no,no,no,no,no,yes,no,no,yes,no,no,no
3063557,30635572,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063557,30635573,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063558,30635581,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063558,30635582,no,no,no,no,no,no,no,no,no,yes,,yes,no
3063560,30635601,no,no,no,no,no,no,no,no,no,no,no,no,no
3063560,30635602,no,no,no,no,no,no,no,no,no,no,,no,no
3063561,30635611,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063561,30635612,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063561,30635613,no,no,no,no,no,no,no,no,no,no,no,no,no
3063561,30635614,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063562,30635621,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063562,30635622,no,no,no,no,no,no,no,no,no,no,no,no,no
3063562,30635623,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063562,30635624,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063562,30635625,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
3063562,30635626,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063563,30635631,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3063563,30635632,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063565,30635651,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063565,30635652,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063566,30635661,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063566,30635662,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063567,30635671,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063568,30635681,no,no,no,no,no,no,no,no,no,,yes,yes,no
3063568,30635682,no,no,no,no,no,no,no,no,no,,no,yes,no
3063569,30635691,no,no,no,no,no,no,no,no,no,,no,yes,no
3063569,30635692,no,no,no,no,no,no,yes,no,no,,no,yes,no
3063570,30635701,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063570,30635702,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063570,30635703,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063570,30635704,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
3063570,30635705,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3063571,30635711,no,no,no,no,no,no,no,no,no,,yes,no,no
3063571,30635712,no,no,no,no,no,no,no,no,no,,no,no,no
3063571,30635713,no,no,no,no,no,yes,yes,no,no,,yes,no,no
3063571,30635714,no,no,yes,no,no,no,no,no,no,,no,yes,no
3063571,30635715,yes,no,no,no,no,no,no,no,no,,no,yes,no
3063572,30635721,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063572,30635722,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063572,30635723,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063572,30635724,yes,no,no,no,no,no,no,no,no,no,no,yes,no
3063573,30635731,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3063573,30635732,no,no,no,no,no,no,no,no,no,,no,no,no
3063574,30635741,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
3063574,30635742,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063574,30635743,no,no,no,no,no,no,no,no,no,no,no,no,no
3063575,30635751,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063575,30635752,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3063575,30635753,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
3063577,30635771,no,no,no,no,no,no,no,no,no,,no,no,no
3063577,30635772,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063579,30635791,no,no,no,yes,yes,no,no,no,no,,no,no,no
3063579,30635792,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063580,30635801,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063580,30635802,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063580,30635803,yes,no,no,no,no,no,no,no,no,,no,yes,no
3063582,30635821,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063582,30635822,no,no,no,no,no,no,no,no,no,no,no,no,no
3063582,30635823,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063582,30635824,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
3063583,30635831,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063583,30635832,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063583,30635833,yes,no,no,no,no,no,no,no,no,yes,,yes,no
3063584,30635841,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063584,30635842,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063584,30635843,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3063585,30635851,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3063585,30635852,no,no,no,no,no,no,no,no,no,no,no,no,no
3063585,30635853,no,no,no,no,no,no,no,no,no,no,no,no,no
3063585,30635854,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063585,30635855,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063585,30635856,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063586,30635861,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063586,30635862,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063588,30635881,no,no,no,no,no,no,no,no,no,no,no,no,no
3063588,30635882,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063588,30635883,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063589,30635891,no,no,no,no,no,no,no,no,no,no,no,yes,yes
3063590,30635901,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063590,30635902,no,no,no,no,no,no,no,no,no,no,no,no,no
3063590,30635903,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
3063590,30635904,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
3063590,30635905,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063591,30635911,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063591,30635912,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063592,30635921,no,no,no,no,no,no,no,no,no,no,no,no,no
3063592,30635922,no,no,no,no,no,no,yes,no,no,,no,no,no
3063592,30635923,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063593,30635931,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063593,30635932,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3063594,30635941,no,no,no,no,no,no,no,no,no,no,no,no,no
3063594,30635942,no,no,no,no,no,no,no,no,no,no,no,no,no
3063594,30635943,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
3063594,30635944,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063598,30635981,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063600,30636001,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063600,30636002,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3063601,30636011,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063603,30636031,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063604,30636041,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063604,30636042,no,no,no,no,no,no,no,no,no,no,no,no,no
3063604,30636043,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063604,30636044,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063604,30636045,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3063605,30636051,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063605,30636052,no,no,no,no,no,no,no,no,no,no,no,no,no
3063605,30636053,no,no,no,no,no,no,no,no,no,,no,no,no
3063605,30636054,no,no,no,no,no,no,no,no,no,,no,no,no
3063605,30636055,no,no,no,no,no,no,no,no,no,,no,no,no
3063609,30636091,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063609,30636092,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063610,30636101,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063612,30636121,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063612,30636122,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
3063612,30636123,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063613,30636131,no,no,no,no,no,no,no,no,yes,yes,no,yes,no
3063613,30636132,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063614,30636141,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063614,30636142,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063614,30636143,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063615,30636151,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063615,30636152,yes,no,no,no,no,no,no,no,no,yes,,yes,no
3063619,30636191,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063619,30636192,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063619,30636193,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063619,30636194,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
3063619,30636195,no,no,no,no,no,no,no,no,no,yes,,yes,no
3063620,30636201,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063621,30636211,no,no,no,no,no,no,no,no,no,no,no,yes,yes
3063622,30636221,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063623,30636231,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063623,30636232,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063624,30636241,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063624,30636242,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063624,30636243,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063625,30636251,no,no,no,no,no,no,no,no,no,no,no,no,no
3063625,30636252,no,no,no,no,no,no,no,no,no,no,no,no,no
3063625,30636253,no,no,no,no,no,no,no,no,no,no,no,no,no
3063625,30636254,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063625,30636255,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063626,30636261,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063626,30636262,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063626,30636263,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063627,30636271,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063627,30636272,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063628,30636281,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063628,30636282,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063628,30636283,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063630,30636301,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063630,30636302,no,no,no,no,no,no,no,yes,no,yes,no,no,no
3063631,30636311,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063631,30636312,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063632,30636321,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063632,30636322,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063632,30636323,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3063634,30636341,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063634,30636342,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063634,30636343,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063634,30636344,no,no,no,no,no,no,no,no,no,yes,,yes,no
3063634,30636345,yes,no,no,no,no,no,no,no,no,yes,,yes,no
3063635,30636351,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063635,30636352,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063635,30636353,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063636,30636361,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063636,30636362,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063636,30636363,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063637,30636371,no,no,no,no,no,no,no,yes,no,,yes,no,no
3063637,30636372,no,no,no,no,no,no,no,no,no,,yes,yes,no
3063638,30636381,no,no,no,no,no,no,no,no,no,,yes,no,no
3063638,30636382,no,no,no,no,no,no,no,no,no,,yes,no,no
3063638,30636383,no,yes,no,no,no,no,no,no,no,,no,yes,no
3063638,30636384,yes,no,no,no,no,no,no,no,no,,no,yes,no
3063639,30636391,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3063639,30636392,no,no,no,no,yes,no,no,no,no,no,no,no,no
3063640,30636401,no,no,no,no,no,no,no,no,no,no,no,no,no
3063640,30636402,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063640,30636403,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063641,30636411,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063642,30636421,no,no,no,no,no,no,no,no,no,no,no,no,no
3063642,30636422,no,no,no,no,no,no,no,no,no,,no,no,no
3063645,30636451,no,no,no,no,no,no,no,no,no,no,no,no,no
3063645,30636452,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063645,30636453,no,no,no,no,no,no,no,no,no,no,no,no,no
3063645,30636454,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
3063645,30636455,no,no,yes,yes,no,no,no,no,no,no,no,no,no
3063646,30636461,no,no,no,no,no,no,no,no,no,no,no,no,no
3063648,30636481,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063648,30636482,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063648,30636483,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
3063648,30636484,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063648,30636485,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
3063649,30636491,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063649,30636492,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063649,30636493,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063649,30636494,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063650,30636501,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063650,30636502,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063650,30636503,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063650,30636504,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
3063650,30636505,no,yes,no,no,no,no,no,no,no,,no,yes,no
3063651,30636511,no,no,no,no,no,no,no,no,no,,yes,no,no
3063651,30636512,no,no,no,no,no,no,no,no,no,,no,no,no
3063651,30636513,no,no,no,yes,yes,no,no,no,no,,no,no,no
3063651,30636514,no,no,no,no,no,no,no,no,no,no,no,no,no
3063652,30636521,no,no,no,no,no,no,no,no,no,,no,yes,no
3063652,30636522,no,no,no,no,no,no,no,no,yes,,yes,yes,no
3063652,30636523,no,no,no,no,no,no,no,no,no,,no,no,no
3063652,30636524,no,no,yes,yes,no,no,no,no,no,,no,yes,no
3063652,30636525,no,yes,no,no,no,no,no,no,no,,no,yes,no
3063653,30636531,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063653,30636532,no,no,no,no,no,no,no,no,no,,yes,no,no
3063653,30636533,yes,no,no,no,no,no,no,no,no,,no,yes,no
3063654,30636541,no,no,no,no,no,no,no,no,no,,no,no,no
3063654,30636542,no,no,no,no,no,no,no,no,no,no,no,no,no
3063654,30636543,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063654,30636544,yes,no,no,no,no,no,no,no,no,,,yes,no
3063655,30636551,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063655,30636552,no,no,no,no,no,no,no,no,no,no,no,no,no
3063655,30636553,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063656,30636561,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3063657,30636571,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no
3063657,30636572,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063658,30636581,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063658,30636582,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063658,30636583,no,no,no,no,no,no,no,no,no,,no,no,no
3063658,30636584,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
3063658,30636585,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no
3063659,30636591,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063659,30636592,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063660,30636601,no,no,no,no,no,no,no,no,no,no,no,no,no
3063660,30636602,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063660,30636603,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063660,30636604,no,no,no,no,no,no,no,no,no,yes,,yes,no
3063661,30636611,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063661,30636612,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063661,30636613,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063661,30636614,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063661,30636615,yes,no,no,no,no,no,no,no,no,yes,,yes,no
3063662,30636621,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063662,30636622,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063663,30636631,no,no,no,no,no,no,no,no,no,no,no,no,no
3063663,30636632,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063664,30636641,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063664,30636642,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3063665,30636651,no,no,no,no,no,no,no,no,no,no,,no,no
3063665,30636652,no,no,no,no,no,no,no,no,no,no,no,no,no
3063666,30636661,no,no,no,no,no,no,no,no,no,,no,no,no
3063666,30636662,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063666,30636663,no,no,no,no,no,no,no,no,no,,no,no,no
3063667,30636671,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063668,30636681,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063668,30636682,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
3063668,30636683,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063669,30636691,no,no,no,no,no,no,no,no,no,,no,no,no
3063669,30636692,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063670,30636701,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063670,30636702,no,no,no,no,no,no,no,no,no,no,no,no,no
3063670,30636703,no,no,no,no,no,no,no,no,no,no,no,no,no
3063670,30636704,no,no,no,no,yes,no,no,no,no,no,no,no,no
3063670,30636705,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063671,30636711,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063671,30636712,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063671,30636713,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063671,30636714,no,no,no,no,no,no,no,no,no,,no,no,no
3063671,30636715,no,no,no,no,no,no,no,no,no,,yes,yes,no
3063671,30636716,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no
3063672,30636721,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063672,30636722,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3063672,30636723,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063673,30636731,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063673,30636732,no,no,no,no,no,no,no,no,no,,yes,no,no
3063673,30636733,no,no,no,no,no,no,no,no,no,yes,,yes,no
3063674,30636741,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063674,30636742,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no
3063674,30636743,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063675,30636751,no,no,no,no,no,no,no,no,no,no,,yes,no
3063675,30636752,no,yes,no,no,no,no,no,no,no,,no,yes,no
3063675,30636753,no,yes,no,no,no,no,no,no,no,,no,yes,no
3063675,30636754,no,yes,no,no,no,no,no,no,no,,no,yes,no
3063675,30636755,yes,no,no,no,no,no,no,no,no,,no,yes,no
3063675,30636756,no,no,no,no,no,no,no,no,no,,yes,no,no
3063676,30636761,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063676,30636762,yes,no,no,no,no,no,no,no,no,no,no,yes,no
3063676,30636763,no,no,yes,no,no,no,no,no,no,no,no,yes,no
3063676,30636764,no,no,no,yes,yes,no,no,no,no,no,no,no,no
3063677,30636771,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063677,30636772,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no
3063677,30636773,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063677,30636774,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063677,30636775,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063679,30636791,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3063679,30636792,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3063679,30636793,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063679,30636794,no,no,no,no,no,no,no,no,no,yes,,yes,no
3063679,30636795,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063680,30636801,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063680,30636802,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063680,30636803,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063680,30636804,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063680,30636805,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063681,30636811,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063682,30636821,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063682,30636822,no,no,no,no,no,no,no,no,no,no,no,no,no
3063682,30636823,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
3063683,30636831,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063683,30636832,no,no,no,no,no,no,no,no,no,no,no,no,no
3063684,30636841,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063684,30636842,no,no,no,no,no,no,no,no,no,,no,yes,no
3063685,30636851,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3063685,30636852,no,no,no,no,no,no,no,no,no,yes,no,yes,no
3063685,30636853,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063686,30636861,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063686,30636862,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
3063686,30636863,yes,no,no,no,no,no,no,no,no,,no,yes,no
3063687,30636871,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063687,30636872,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063687,30636873,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
3063687,30636874,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063688,30636881,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063688,30636882,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
3063689,30636891,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063689,30636892,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063690,30636901,no,no,no,no,no,no,yes,no,no,yes,yes,no,no
3063690,30636902,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
3063691,30636911,no,no,no,no,no,no,no,no,no,yes,,yes,no
3063691,30636912,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063691,30636913,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3063692,30636921,no,no,no,no,no,no,no,no,no,no,no,no,no
3063692,30636922,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
3063695,30636951,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063695,30636952,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3063697,30636971,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063697,30636972,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3063697,30636973,no,no,no,no,no,no,yes,no,no,yes,yes,no,no
3063698,30636981,no,no,no,no,no,no,no,no,no,no,yes,yes,no
3063699,30636991,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063699,30636992,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063699,30636993,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no
3063699,30636994,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063699,30636995,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063699,30636996,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
3063699,30636997,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
3063700,30637001,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063700,30637002,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063700,30637003,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
3063701,30637011,no,no,no,no,no,no,no,no,no,no,no,no,no
3063701,30637012,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063701,30637013,no,yes,no,no,no,no,no,no,no,no,no,yes,no
3063702,30637021,no,no,no,no,no,no,no,no,no,no,no,yes,no
3063702,30637022,no,no,no,no,no,no,no,no,yes,no,no,yes,no
3063702,30637023,no,no,no,no,no,no,no,no,no,no,no,no,no
3063704,30637041,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063704,30637042,no,no,no,no,no,no,no,no,no,yes,no,yes,yes
3063704,30637043,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063704,30637044,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
3063707,30637071,no,no,no,no,no,no,no,no,no,yes,no,no,no
3063707,30637072,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
3063708,30637081,no,no,no,no,no,no,no,no,no,no,no,no,no
3063709,30637091,no,no,no,no,no,yes,yes,no,no,yes,no,no,no
3063710,30637101,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063710,30637102,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
3063710,30637103,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no
3063711,30637111,no,no,no,no,no,no,no,no,no,no,no,yes,yes
3063711,30637112,no,no,no,no,no,no,no,no,no,no,no,no,no
3063711,30637113,no,no,no,no,no,no,no,no,no,no,yes,no,no
3063712,30637121,no,no,no,no,no,no,no,yes,no,no,no,no,no
3063712,30637122,no,no,no,no,no,no,no,no,no,no,no,no,no
3063712,30637123,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063714,30637141,no,no,no,no,no,no,no,no,no,yes,yes,no,no
3063714,30637142,no,no,no,no,no,no,no,no,no,yes,yes,no,no
